-1,103,HCPCS,-1,Allowed Amount (Medicare),103,151.97
-1,103,HCPCS,-1,Charged Amount (Medicare),103,790.57
-1,103,HCPCS,-1,Payment Amount (Medicare),103,119.83
-1,104,HCPCS,-1,Allowed Amount (Medicare),104,83.65
-1,104,HCPCS,-1,Charged Amount (Medicare),104,514.76
-1,104,HCPCS,-1,Payment Amount (Medicare),104,55.59
-1,140,HCPCS,-1,Allowed Amount (Medicare),140,146.22
-1,140,HCPCS,-1,Charged Amount (Medicare),140,779.87
-1,140,HCPCS,-1,Payment Amount (Medicare),140,115.48
-1,214,HCPCS,-1,Allowed Amount (Medicare),214,205.57
-1,214,HCPCS,-1,Charged Amount (Medicare),214,1871.21
-1,214,HCPCS,-1,Payment Amount (Medicare),214,162.12
-1,222,HCPCS,-1,Allowed Amount (Medicare),222,187.42
-1,222,HCPCS,-1,Charged Amount (Medicare),222,1053.21
-1,222,HCPCS,-1,Payment Amount (Medicare),222,147.21
-1,320,HCPCS,-1,Allowed Amount (Medicare),320,196.02
-1,320,HCPCS,-1,Charged Amount (Medicare),320,1294.9
-1,320,HCPCS,-1,Payment Amount (Medicare),320,155.28
-1,402,HCPCS,-1,Allowed Amount (Medicare),402,226.02
-1,402,HCPCS,-1,Charged Amount (Medicare),402,1528.15
-1,402,HCPCS,-1,Payment Amount (Medicare),402,177.31
-1,530,HCPCS,-1,Allowed Amount (Medicare),530,151.65
-1,530,HCPCS,-1,Charged Amount (Medicare),530,1031.38
-1,530,HCPCS,-1,Payment Amount (Medicare),530,120.26
-1,541,HCPCS,-1,Allowed Amount (Medicare),541,484.74
-1,541,HCPCS,-1,Charged Amount (Medicare),541,2672.71
-1,541,HCPCS,-1,Payment Amount (Medicare),541,385.47
-1,640,HCPCS,-1,Allowed Amount (Medicare),640,112.56
-1,640,HCPCS,-1,Charged Amount (Medicare),640,822.24
-1,640,HCPCS,-1,Payment Amount (Medicare),640,90.04
-1,790,HCPCS,-1,Allowed Amount (Medicare),790,239.07
-1,790,HCPCS,-1,Charged Amount (Medicare),790,1395.88
-1,790,HCPCS,-1,Payment Amount (Medicare),790,189.32
-1,797,HCPCS,-1,Allowed Amount (Medicare),797,307.03
-1,797,HCPCS,-1,Charged Amount (Medicare),797,1808.62
-1,797,HCPCS,-1,Payment Amount (Medicare),797,242.68
-1,0079T,HCPCS,-1,Allowed Amount (Medicare),0079T,334.42
-1,0079T,HCPCS,-1,Charged Amount (Medicare),0079T,3000.63
-1,0079T,HCPCS,-1,Payment Amount (Medicare),0079T,267.54
-1,800,HCPCS,-1,Allowed Amount (Medicare),800,107.3
-1,800,HCPCS,-1,Charged Amount (Medicare),800,833.94
-1,800,HCPCS,-1,Payment Amount (Medicare),800,84.14
-1,820,HCPCS,-1,Allowed Amount (Medicare),820,165.04
-1,820,HCPCS,-1,Charged Amount (Medicare),820,1050.91
-1,820,HCPCS,-1,Payment Amount (Medicare),820,132.03
-1,832,HCPCS,-1,Allowed Amount (Medicare),832,174.79
-1,832,HCPCS,-1,Charged Amount (Medicare),832,1205.3
-1,832,HCPCS,-1,Payment Amount (Medicare),832,138.08
-1,844,HCPCS,-1,Allowed Amount (Medicare),844,414.01
-1,844,HCPCS,-1,Charged Amount (Medicare),844,442.4
-1,844,HCPCS,-1,Payment Amount (Medicare),844,331.21
-1,860,HCPCS,-1,Allowed Amount (Medicare),860,186.53
-1,860,HCPCS,-1,Charged Amount (Medicare),860,1142.62
-1,860,HCPCS,-1,Payment Amount (Medicare),860,147.04
-1,910,HCPCS,-1,Allowed Amount (Medicare),910,92.73
-1,910,HCPCS,-1,Charged Amount (Medicare),910,596.07
-1,910,HCPCS,-1,Payment Amount (Medicare),910,73.03
-1,918,HCPCS,-1,Allowed Amount (Medicare),918,126.87
-1,918,HCPCS,-1,Charged Amount (Medicare),918,808.42
-1,918,HCPCS,-1,Payment Amount (Medicare),918,100.12
-1,942,HCPCS,-1,Allowed Amount (Medicare),942,161.47
-1,942,HCPCS,-1,Charged Amount (Medicare),942,910.17
-1,942,HCPCS,-1,Payment Amount (Medicare),942,125.72
-1,952,HCPCS,-1,Allowed Amount (Medicare),952,103.55
-1,952,HCPCS,-1,Charged Amount (Medicare),952,731.66
-1,952,HCPCS,-1,Payment Amount (Medicare),952,81.8
-1,1170,HCPCS,-1,Allowed Amount (Medicare),1170,296.61
-1,1170,HCPCS,-1,Charged Amount (Medicare),1170,1136.73
-1,1170,HCPCS,-1,Payment Amount (Medicare),1170,230.73
-1,1210,HCPCS,-1,Allowed Amount (Medicare),1210,199.73
-1,1210,HCPCS,-1,Charged Amount (Medicare),1210,1189.95
-1,1210,HCPCS,-1,Payment Amount (Medicare),1210,157.77
-1,1380,HCPCS,-1,Allowed Amount (Medicare),1380,81.78
-1,1380,HCPCS,-1,Charged Amount (Medicare),1380,705.15
-1,1380,HCPCS,-1,Payment Amount (Medicare),1380,63.82
